"Evaluate/step_episode","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - _step__MAX","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress__MIN","no_spatial_rainbowmini_2024-12-23_18-12-29 - Evaluate/EpProgress__MAX","edqn_2024-12-11_13-29-49 - _step","edqn_2024-12-11_13-29-49 - _step__MIN","edqn_2024-12-11_13-29-49 - _step__MAX","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress__MIN","edqn_2024-12-11_13-29-49 - Evaluate/EpProgress__MAX","no_dueling_2024-12-10_13-06-23 - _step","no_dueling_2024-12-10_13-06-23 - _step__MIN","no_dueling_2024-12-10_13-06-23 - _step__MAX","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress__MIN","no_dueling_2024-12-10_13-06-23 - Evaluate/EpProgress__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - _step__MAX","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MIN","noe_FactoryTaskAllocationMiC_2024-12-09_21-42-46 - Evaluate/EpProgress__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - _step__MAX","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress__MIN","epsilon_nosiy_FactoryTaskAllocationMiC_2024-12-09_14-31-02 - Evaluate/EpProgress__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - _step__MAX","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MIN","epsilon_FactoryTaskAllocationMiC_2024-12-08_17-36-58 - Evaluate/EpProgress__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - _step__MAX","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress__MIN","FactoryTaskAllocationMiC_2024-12-08_15-44-10 - Evaluate/EpProgress__MAX"
"95","7644","7644","7644","1","1","1","7374","7374","7374","1","1","1","7402","7402","7402","1","1","1","13632","13632","13632","1","1","1","7717","7717","7717","1","1","1","7709","7709","7709","0.8","0.8","0.8","7723","7723","7723","1","1","1"
"96","7646","7646","7646","1","1","1","7376","7376","7376","1","1","1","7404","7404","7404","1","1","1","13634","13634","13634","1","1","1","7719","7719","7719","1","1","1","7711","7711","7711","1","1","1","7725","7725","7725","1","1","1"
"97","7648","7648","7648","1","1","1","7378","7378","7378","1","1","1","7406","7406","7406","1","1","1","13636","13636","13636","1","1","1","7721","7721","7721","1","1","1","7713","7713","7713","1","1","1","7727","7727","7727","1","1","1"
"98","7650","7650","7650","1","1","1","7380","7380","7380","1","1","1","7408","7408","7408","1","1","1","13638","13638","13638","1","1","1","7723","7723","7723","1","1","1","7715","7715","7715","1","1","1","7729","7729","7729","1","1","1"
"99","7810","7810","7810","1","1","1","7537","7537","7537","1","1","1","7571","7571","7571","1","1","1","13953","13953","13953","0","0","0","7884","7884","7884","1","1","1","7873","7873","7873","1","1","1","7891","7891","7891","1","1","1"
"100","7812","7812","7812","1","1","1","7539","7539","7539","1","1","1","7573","7573","7573","1","1","1","13955","13955","13955","1","1","1","7886","7886","7886","1","1","1","7875","7875","7875","1","1","1","7893","7893","7893","1","1","1"
"101","7814","7814","7814","1","1","1","7541","7541","7541","1","1","1","7575","7575","7575","1","1","1","13957","13957","13957","1","1","1","7888","7888","7888","1","1","1","7877","7877","7877","1","1","1","7895","7895","7895","1","1","1"
"102","7816","7816","7816","1","1","1","7543","7543","7543","1","1","1","7577","7577","7577","1","1","1","13959","13959","13959","0","0","0","7890","7890","7890","1","1","1","7879","7879","7879","1","1","1","7897","7897","7897","1","1","1"
"103","7818","7818","7818","1","1","1","7545","7545","7545","1","1","1","7579","7579","7579","1","1","1","13961","13961","13961","1","1","1","7892","7892","7892","1","1","1","7881","7881","7881","1","1","1","7899","7899","7899","0.8","0.8","0.8"
"104","7820","7820","7820","1","1","1","7547","7547","7547","1","1","1","7581","7581","7581","1","1","1","13963","13963","13963","1","1","1","7894","7894","7894","1","1","1","7883","7883","7883","1","1","1","7901","7901","7901","1","1","1"
"105","7822","7822","7822","1","1","1","7549","7549","7549","1","1","1","7583","7583","7583","1","1","1","13965","13965","13965","1","1","1","7896","7896","7896","1","1","1","7885","7885","7885","1","1","1","7903","7903","7903","1","1","1"
"106","7824","7824","7824","1","1","1","7551","7551","7551","1","1","1","7585","7585","7585","0.8","0.8","0.8","13967","13967","13967","1","1","1","7898","7898","7898","1","1","1","7887","7887","7887","1","1","1","7905","7905","7905","1","1","1"
"107","7826","7826","7826","1","1","1","7553","7553","7553","1","1","1","7587","7587","7587","1","1","1","13969","13969","13969","1","1","1","7900","7900","7900","1","1","1","7889","7889","7889","1","1","1","7907","7907","7907","1","1","1"
"108","7985","7985","7985","1","1","1","7711","7711","7711","1","1","1","7747","7747","7747","1","1","1","14283","14283","14283","0","0","0","8061","8061","8061","1","1","1","8050","8050","8050","0.8","0.8","0.8","8073","8073","8073","0","0","0"
"109","7987","7987","7987","1","1","1","7713","7713","7713","1","1","1","7749","7749","7749","1","1","1","14285","14285","14285","1","1","1","8063","8063","8063","1","1","1","8052","8052","8052","1","1","1","8075","8075","8075","1","1","1"
"110","7989","7989","7989","1","1","1","7715","7715","7715","1","1","1","7751","7751","7751","1","1","1","14287","14287","14287","1","1","1","8065","8065","8065","1","1","1","8054","8054","8054","1","1","1","8077","8077","8077","1","1","1"
"111","7991","7991","7991","1","1","1","7717","7717","7717","1","1","1","7753","7753","7753","1","1","1","14289","14289","14289","0","0","0","8067","8067","8067","1","1","1","8056","8056","8056","1","1","1","8079","8079","8079","1","1","1"
"112","7993","7993","7993","1","1","1","7719","7719","7719","1","1","1","7755","7755","7755","1","1","1","14291","14291","14291","1","1","1","8069","8069","8069","0.8","0.8","0.8","8058","8058","8058","1","1","1","8081","8081","8081","1","1","1"
"113","7995","7995","7995","1","1","1","7721","7721","7721","1","1","1","7757","7757","7757","0.8","0.8","0.8","14293","14293","14293","1","1","1","8071","8071","8071","1","1","1","8060","8060","8060","1","1","1","8083","8083","8083","1","1","1"
"114","7997","7997","7997","1","1","1","7723","7723","7723","1","1","1","7759","7759","7759","1","1","1","14295","14295","14295","1","1","1","8073","8073","8073","1","1","1","8062","8062","8062","1","1","1","8085","8085","8085","1","1","1"
"115","7999","7999","7999","1","1","1","7725","7725","7725","1","1","1","7761","7761","7761","1","1","1","14297","14297","14297","1","1","1","8075","8075","8075","1","1","1","8064","8064","8064","1","1","1","8087","8087","8087","1","1","1"
"116","8001","8001","8001","1","1","1","7727","7727","7727","1","1","1","7763","7763","7763","1","1","1","14299","14299","14299","1","1","1","8077","8077","8077","1","1","1","8066","8066","8066","1","1","1","8089","8089","8089","1","1","1"
"117","8161","8161","8161","1","1","1","7890","7890","7890","0.8","0.8","0.8","7919","7919","7919","1","1","1","14614","14614","14614","0","0","0","8242","8242","8242","0.8","0.8","0.8","8224","8224","8224","1","1","1","8251","8251","8251","1","1","1"
"118","8163","8163","8163","1","1","1","7892","7892","7892","1","1","1","7921","7921","7921","1","1","1","14616","14616","14616","1","1","1","8244","8244","8244","1","1","1","8226","8226","8226","1","1","1","8253","8253","8253","1","1","1"
"119","8165","8165","8165","1","1","1","7894","7894","7894","1","1","1","7923","7923","7923","1","1","1","14618","14618","14618","1","1","1","8246","8246","8246","1","1","1","8228","8228","8228","1","1","1","8255","8255","8255","0.8","0.8","0.8"
"120","8167","8167","8167","0","0","0","7896","7896","7896","1","1","1","7925","7925","7925","1","1","1","14620","14620","14620","1","1","1","8248","8248","8248","0","0","0","8230","8230","8230","1","1","1","8257","8257","8257","1","1","1"
"121","8169","8169","8169","1","1","1","7898","7898","7898","1","1","1","7927","7927","7927","1","1","1","14622","14622","14622","1","1","1","8250","8250","8250","1","1","1","8232","8232","8232","1","1","1","8259","8259","8259","1","1","1"
"122","8171","8171","8171","1","1","1","7900","7900","7900","1","1","1","7929","7929","7929","1","1","1","14624","14624","14624","1","1","1","8252","8252","8252","1","1","1","8234","8234","8234","1","1","1","8261","8261","8261","1","1","1"
"123","8173","8173","8173","1","1","1","7902","7902","7902","1","1","1","7931","7931","7931","1","1","1","14626","14626","14626","1","1","1","8254","8254","8254","0","0","0","8236","8236","8236","1","1","1","8263","8263","8263","1","1","1"
"124","8175","8175","8175","1","1","1","7904","7904","7904","1","1","1","7933","7933","7933","1","1","1","14628","14628","14628","0.9","0.9","0.9","8256","8256","8256","1","1","1","8238","8238","8238","1","1","1","8265","8265","8265","1","1","1"
"125","8177","8177","8177","1","1","1","7906","7906","7906","1","1","1","7935","7935","7935","0.8","0.8","0.8","14630","14630","14630","1","1","1","8258","8258","8258","1","1","1","8240","8240","8240","1","1","1","8267","8267","8267","1","1","1"
"126","8337","8337","8337","1","1","1","8068","8068","8068","1","1","1","8092","8092","8092","1","1","1","14944","14944","14944","1","1","1","8422","8422","8422","1","1","1","8402","8402","8402","1","1","1","8425","8425","8425","1","1","1"
"127","8339","8339","8339","1","1","1","8070","8070","8070","1","1","1","8094","8094","8094","1","1","1","14946","14946","14946","1","1","1","8424","8424","8424","1","1","1","8404","8404","8404","1","1","1","8427","8427","8427","1","1","1"
"128","8341","8341","8341","1","1","1","8072","8072","8072","1","1","1","8096","8096","8096","1","1","1","14948","14948","14948","1","1","1","8426","8426","8426","1","1","1","8406","8406","8406","1","1","1","8429","8429","8429","1","1","1"
"129","8343","8343","8343","1","1","1","8074","8074","8074","1","1","1","8098","8098","8098","1","1","1","14950","14950","14950","1","1","1","8428","8428","8428","1","1","1","8408","8408","8408","1","1","1","8431","8431","8431","1","1","1"
"130","8345","8345","8345","1","1","1","8076","8076","8076","0.8","0.8","0.8","8100","8100","8100","1","1","1","14952","14952","14952","1","1","1","8430","8430","8430","1","1","1","8410","8410","8410","1","1","1","8433","8433","8433","1","1","1"
"131","8347","8347","8347","1","1","1","8078","8078","8078","0.8","0.8","0.8","8102","8102","8102","0.8","0.8","0.8","14954","14954","14954","1","1","1","8432","8432","8432","0.8","0.8","0.8","8412","8412","8412","1","1","1","8435","8435","8435","1","1","1"
"132","8349","8349","8349","1","1","1","8080","8080","8080","1","1","1","8104","8104","8104","1","1","1","14956","14956","14956","1","1","1","8434","8434","8434","1","1","1","8414","8414","8414","1","1","1","8437","8437","8437","1","1","1"
"133","8351","8351","8351","1","1","1","8082","8082","8082","1","1","1","8106","8106","8106","1","1","1","14958","14958","14958","1","1","1","8436","8436","8436","1","1","1","8416","8416","8416","1","1","1","8439","8439","8439","1","1","1"
"134","8353","8353","8353","1","1","1","8084","8084","8084","1","1","1","8108","8108","8108","1","1","1","14960","14960","14960","1","1","1","8438","8438","8438","1","1","1","8418","8418","8418","1","1","1","8441","8441","8441","1","1","1"
"135","8512","8512","8512","0.8","0.8","0.8","8245","8245","8245","0.8","0.8","0.8","8270","8270","8270","1","1","1","15277","15277","15277","0","0","0","8603","8603","8603","1","1","1","8579","8579","8579","0","0","0","8603","8603","8603","1","1","1"
"136","8514","8514","8514","1","1","1","8247","8247","8247","1","1","1","8272","8272","8272","1","1","1","15279","15279","15279","1","1","1","8605","8605","8605","1","1","1","8581","8581","8581","1","1","1","8605","8605","8605","1","1","1"
"137","8516","8516","8516","1","1","1","8249","8249","8249","1","1","1","8274","8274","8274","1","1","1","15281","15281","15281","1","1","1","8607","8607","8607","0.8","0.8","0.8","8583","8583","8583","1","1","1","8607","8607","8607","1","1","1"
"138","8518","8518","8518","1","1","1","8251","8251","8251","1","1","1","8276","8276","8276","1","1","1","15283","15283","15283","1","1","1","8609","8609","8609","1","1","1","8585","8585","8585","1","1","1","8609","8609","8609","1","1","1"
"139","8520","8520","8520","1","1","1","8253","8253","8253","1","1","1","8278","8278","8278","1","1","1","15285","15285","15285","0.8","0.8","0.8","8611","8611","8611","1","1","1","8587","8587","8587","1","1","1","8611","8611","8611","0.8","0.8","0.8"
"140","8522","8522","8522","0.8","0.8","0.8","8255","8255","8255","0.8","0.8","0.8","8280","8280","8280","0.8","0.8","0.8","15287","15287","15287","0.8","0.8","0.8","8613","8613","8613","1","1","1","8589","8589","8589","1","1","1","8613","8613","8613","0.8","0.8","0.8"
"141","8524","8524","8524","1","1","1","8257","8257","8257","1","1","1","8282","8282","8282","1","1","1","15289","15289","15289","1","1","1","8615","8615","8615","1","1","1","8591","8591","8591","1","1","1","8615","8615","8615","1","1","1"
"142","8526","8526","8526","1","1","1","8259","8259","8259","1","1","1","8284","8284","8284","1","1","1","15291","15291","15291","1","1","1","8617","8617","8617","1","1","1","8593","8593","8593","1","1","1","8617","8617","8617","1","1","1"
"143","8528","8528","8528","1","1","1","8261","8261","8261","1","1","1","8286","8286","8286","1","1","1","15293","15293","15293","1","1","1","8619","8619","8619","1","1","1","8595","8595","8595","1","1","1","8619","8619","8619","1","1","1"
"144","8687","8687","8687","0","0","0","8423","8423","8423","1","1","1","8445","8445","8445","1","1","1","15609","15609","15609","1","1","1","8783","8783","8783","0.8","0.8","0.8","8759","8759","8759","0.8","0.8","0.8","8781","8781","8781","0.8","0.8","0.8"
"145","8689","8689","8689","1","1","1","8425","8425","8425","1","1","1","8447","8447","8447","1","1","1","15611","15611","15611","1","1","1","8785","8785","8785","1","1","1","8761","8761","8761","1","1","1","8783","8783","8783","1","1","1"
"146","8691","8691","8691","1","1","1","8427","8427","8427","1","1","1","8449","8449","8449","1","1","1","15613","15613","15613","1","1","1","8787","8787","8787","0.8","0.8","0.8","8763","8763","8763","1","1","1","8785","8785","8785","1","1","1"
"147","8693","8693","8693","0","0","0","8429","8429","8429","1","1","1","8451","8451","8451","1","1","1","15615","15615","15615","1","1","1","8789","8789","8789","0.8","0.8","0.8","8765","8765","8765","0.8","0.8","0.8","8787","8787","8787","1","1","1"
"148","8695","8695","8695","1","1","1","8431","8431","8431","1","1","1","8453","8453","8453","1","1","1","15617","15617","15617","1","1","1","8791","8791","8791","1","1","1","8767","8767","8767","1","1","1","8789","8789","8789","1","1","1"
"149","8697","8697","8697","1","1","1","8433","8433","8433","0.8","0.8","0.8","8455","8455","8455","1","1","1","15619","15619","15619","1","1","1","8793","8793","8793","1","1","1","8769","8769","8769","1","1","1","8791","8791","8791","1","1","1"
"150","8699","8699","8699","1","1","1","8435","8435","8435","1","1","1","8457","8457","8457","1","1","1","15621","15621","15621","1","1","1","8795","8795","8795","1","1","1","8771","8771","8771","1","1","1","8793","8793","8793","1","1","1"
"151","8701","8701","8701","1","1","1","8437","8437","8437","1","1","1","8459","8459","8459","1","1","1","15623","15623","15623","1","1","1","8797","8797","8797","1","1","1","8773","8773","8773","1","1","1","8795","8795","8795","1","1","1"
"152","8703","8703","8703","0.9","0.9","0.9","8439","8439","8439","1","1","1","8461","8461","8461","1","1","1","15625","15625","15625","1","1","1","8799","8799","8799","1","1","1","8775","8775","8775","1","1","1","8797","8797","8797","1","1","1"
"153","8861","8861","8861","1","1","1","8598","8598","8598","0.8","0.8","0.8","8624","8624","8624","1","1","1","15942","15942","15942","1","1","1","8963","8963","8963","1","1","1","8939","8939","8939","1","1","1","8959","8959","8959","0.8","0.8","0.8"
"154","8863","8863","8863","1","1","1","8600","8600","8600","1","1","1","8626","8626","8626","1","1","1","15944","15944","15944","1","1","1","8965","8965","8965","1","1","1","8941","8941","8941","1","1","1","8961","8961","8961","1","1","1"
"155","8865","8865","8865","1","1","1","8602","8602","8602","1","1","1","8628","8628","8628","1","1","1","15946","15946","15946","1","1","1","8967","8967","8967","1","1","1","8943","8943","8943","1","1","1","8963","8963","8963","1","1","1"
"156","8867","8867","8867","1","1","1","8604","8604","8604","1","1","1","8630","8630","8630","1","1","1","15948","15948","15948","1","1","1","8969","8969","8969","1","1","1","8945","8945","8945","1","1","1","8965","8965","8965","1","1","1"
"157","8869","8869","8869","1","1","1","8606","8606","8606","1","1","1","8632","8632","8632","0.8","0.8","0.8","15950","15950","15950","0.8","0.8","0.8","8971","8971","8971","1","1","1","8947","8947","8947","1","1","1","8967","8967","8967","1","1","1"
"158","8871","8871","8871","1","1","1","8608","8608","8608","1","1","1","8634","8634","8634","1","1","1","15952","15952","15952","1","1","1","8973","8973","8973","1","1","1","8949","8949","8949","1","1","1","8969","8969","8969","0.8","0.8","0.8"
"159","8873","8873","8873","1","1","1","8610","8610","8610","1","1","1","8636","8636","8636","1","1","1","15954","15954","15954","1","1","1","8975","8975","8975","1","1","1","8951","8951","8951","1","1","1","8971","8971","8971","1","1","1"
"160","8875","8875","8875","1","1","1","8612","8612","8612","1","1","1","8638","8638","8638","1","1","1","15956","15956","15956","1","1","1","8977","8977","8977","1","1","1","8953","8953","8953","1","1","1","8973","8973","8973","1","1","1"
"161","8877","8877","8877","1","1","1","8614","8614","8614","1","1","1","8640","8640","8640","1","1","1","15958","15958","15958","0.8","0.8","0.8","8979","8979","8979","1","1","1","8955","8955","8955","1","1","1","8975","8975","8975","1","1","1"
"162","9050","9050","9050","1","1","1","8770","8770","8770","1","1","1","8801","8801","8801","1","1","1","16274","16274","16274","1","1","1","9139","9139","9139","0.8","0.8","0.8","9113","9113","9113","0.8","0.8","0.8","9140","9140","9140","0.8","0.8","0.8"
"163","9052","9052","9052","0.8","0.8","0.8","8772","8772","8772","0.8","0.8","0.8","8803","8803","8803","1","1","1","16276","16276","16276","1","1","1","9141","9141","9141","1","1","1","9115","9115","9115","1","1","1","9142","9142","9142","1","1","1"
"164","9054","9054","9054","1","1","1","8774","8774","8774","1","1","1","8805","8805","8805","1","1","1","16278","16278","16278","1","1","1","9143","9143","9143","1","1","1","9117","9117","9117","1","1","1","9144","9144","9144","1","1","1"
"165","9056","9056","9056","1","1","1","8776","8776","8776","1","1","1","8807","8807","8807","1","1","1","16280","16280","16280","1","1","1","9145","9145","9145","1","1","1","9119","9119","9119","1","1","1","9146","9146","9146","1","1","1"
"166","9058","9058","9058","1","1","1","8778","8778","8778","1","1","1","8809","8809","8809","1","1","1","16282","16282","16282","1","1","1","9147","9147","9147","1","1","1","9121","9121","9121","1","1","1","9148","9148","9148","1","1","1"
"167","9060","9060","9060","1","1","1","8780","8780","8780","1","1","1","8811","8811","8811","1","1","1","16284","16284","16284","1","1","1","9149","9149","9149","1","1","1","9123","9123","9123","1","1","1","9150","9150","9150","1","1","1"
"168","9062","9062","9062","1","1","1","8782","8782","8782","1","1","1","8813","8813","8813","1","1","1","16286","16286","16286","1","1","1","9151","9151","9151","1","1","1","9125","9125","9125","1","1","1","9152","9152","9152","1","1","1"
"169","9064","9064","9064","1","1","1","8784","8784","8784","1","1","1","8815","8815","8815","1","1","1","16288","16288","16288","1","1","1","9153","9153","9153","1","1","1","9127","9127","9127","1","1","1","9154","9154","9154","1","1","1"
"170","9066","9066","9066","1","1","1","8786","8786","8786","1","1","1","8817","8817","8817","1","1","1","16290","16290","16290","1","1","1","9155","9155","9155","1","1","1","9129","9129","9129","1","1","1","9156","9156","9156","1","1","1"
"171","9230","9230","9230","0","0","0","8943","8943","8943","0.8","0.8","0.8","8978","8978","8978","0.8","0.8","0.8","16607","16607","16607","1","1","1","9315","9315","9315","1","1","1","9293","9293","9293","0.8","0.8","0.8","9320","9320","9320","0.8","0.8","0.8"
"172","9232","9232","9232","1","1","1","8945","8945","8945","1","1","1","8980","8980","8980","1","1","1","16609","16609","16609","1","1","1","9317","9317","9317","1","1","1","9295","9295","9295","1","1","1","9322","9322","9322","1","1","1"
"173","9234","9234","9234","1","1","1","8947","8947","8947","1","1","1","8982","8982","8982","1","1","1","16611","16611","16611","1","1","1","9319","9319","9319","1","1","1","9297","9297","9297","0.8","0.8","0.8","9324","9324","9324","1","1","1"
"174","9236","9236","9236","1","1","1","8949","8949","8949","1","1","1","8984","8984","8984","1","1","1","16613","16613","16613","1","1","1","9321","9321","9321","0.8","0.8","0.8","9299","9299","9299","0.8","0.8","0.8","9326","9326","9326","1","1","1"
